currentVersion,nextVersion,curId,curAffected,curType,curShape,nextId,nextAffected,nextType,nextShape,matched,similarityScore
2.7.1,2.7.2,143,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]",cyclicDep,tiny,269,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]",cyclicDep,tiny,true,1.0
2.7.1,2.7.2,145,"[antlr.ANTLRHashString, antlr.MismatchedCharException, antlr.CharScanner]",cyclicDep,chain,270,"[antlr.ANTLRHashString, antlr.MismatchedCharException, antlr.CharScanner]",cyclicDep,chain,true,1.0
2.7.1,2.7.2,153,[antlr.collections.impl],unstableDep,NA,363,[antlr.collections.impl],unstableDep,NA,true,1.0
2.7.2,2.7.5,280,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,309,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.AlternativeBlock, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.8333333333333334
2.7.2,2.7.5,280,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,314,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.ParserGrammar, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.8333333333333334
2.7.2,2.7.5,280,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,317,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,280,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,318,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.RuleBlock]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,280,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,319,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,299,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.WildcardElement]",cyclicDep,unknown,336,"[antlr.Grammar, antlr.WildcardElement, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,299,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.WildcardElement]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,316,"[antlr.Tool, antlr.Grammar, antlr.TokenRefElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,316,"[antlr.Tool, antlr.Grammar, antlr.TokenRefElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,350,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.TokenRefElement]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,316,"[antlr.Tool, antlr.Grammar, antlr.TokenRefElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,352,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRefElement]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,333,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar]",cyclicDep,unknown,356,"[antlr.Grammar, antlr.MakeGrammar, antlr.Tool, antlr.CodeGenerator, antlr.DefineGrammarSymbols]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,333,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar]",cyclicDep,unknown,362,"[antlr.MakeGrammar, antlr.Grammar, antlr.Tool]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,333,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar]",cyclicDep,unknown,364,"[antlr.MakeGrammar, antlr.Grammar, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,333,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar]",cyclicDep,unknown,365,"[antlr.Grammar, antlr.MakeGrammar, antlr.ActionElement, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,333,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar]",cyclicDep,unknown,367,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,281,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,311,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.AlternativeBlock, antlr.RuleBlock]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,281,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,313,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.ParserGrammar, antlr.RuleBlock]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,281,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,316,"[antlr.DefaultToolErrorHandler, antlr.Tool, antlr.RuleBlock]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,281,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,317,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,281,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,318,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.RuleBlock]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,281,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.RuleBlock]",cyclicDep,unknown,320,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,317,"[antlr.CharRangeElement, antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,317,"[antlr.CharRangeElement, antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,353,"[antlr.Grammar, antlr.Tool, antlr.CharRangeElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,282,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.CodeGenerator, antlr.AlternativeBlock]",cyclicDep,unknown,309,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.AlternativeBlock, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.8333333333333334
2.7.2,2.7.5,282,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.CodeGenerator, antlr.AlternativeBlock]",cyclicDep,unknown,319,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,301,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.OneOrMoreBlock]",cyclicDep,unknown,337,"[antlr.Grammar, antlr.OneOrMoreBlock, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,301,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.OneOrMoreBlock]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,318,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRangeElement]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,318,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRangeElement]",cyclicDep,unknown,354,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRangeElement]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,335,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar, antlr.ActionElement]",cyclicDep,unknown,364,"[antlr.MakeGrammar, antlr.Grammar, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,335,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.MakeGrammar, antlr.ActionElement]",cyclicDep,unknown,365,"[antlr.Grammar, antlr.MakeGrammar, antlr.ActionElement, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,283,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.CodeGenerator]",cyclicDep,unknown,317,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,283,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.CodeGenerator]",cyclicDep,unknown,319,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,283,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.CodeGenerator]",cyclicDep,unknown,320,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,283,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.CodeGenerator]",cyclicDep,unknown,367,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,302,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.AlternativeBlock, antlr.LLkAnalyzer, antlr.OneOrMoreBlock]",cyclicDep,unknown,337,"[antlr.Grammar, antlr.OneOrMoreBlock, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8333333333333334
2.7.2,2.7.5,319,"[antlr.Tool, antlr.Grammar, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,339,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,319,"[antlr.Tool, antlr.Grammar, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,347,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,319,"[antlr.Tool, antlr.Grammar, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,348,"[antlr.Tool, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,319,"[antlr.Tool, antlr.Grammar, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,349,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,317,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,319,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,333,"[antlr.Grammar, antlr.TreeElement, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,336,"[antlr.Grammar, antlr.WildcardElement, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,337,"[antlr.Grammar, antlr.OneOrMoreBlock, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,338,"[antlr.Grammar, antlr.Tool, antlr.ZeroOrMoreBlock, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,343,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TreeWalkerGrammar]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,345,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.SynPredBlock]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,346,"[antlr.Grammar, antlr.Tool, antlr.CharLiteralElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,349,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,352,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRefElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,353,"[antlr.Grammar, antlr.Tool, antlr.CharRangeElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,354,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRangeElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,356,"[antlr.Grammar, antlr.MakeGrammar, antlr.Tool, antlr.CodeGenerator, antlr.DefineGrammarSymbols]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,364,"[antlr.MakeGrammar, antlr.Grammar, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,365,"[antlr.Grammar, antlr.MakeGrammar, antlr.ActionElement, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,337,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator]",cyclicDep,unknown,367,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,306,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.Lookahead, antlr.LexerGrammar]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,311,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.AlternativeBlock, antlr.RuleBlock]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,313,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.ParserGrammar, antlr.RuleBlock]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,317,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator, antlr.RuleBlock]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,318,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.RuleBlock]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,319,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.CodeGenerator]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,284,"[antlr.Tool, antlr.Grammar, antlr.DefaultToolErrorHandler]",cyclicDep,unknown,320,"[antlr.Grammar, antlr.DefaultToolErrorHandler, antlr.Tool]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,320,"[antlr.Tool, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,347,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,320,"[antlr.Tool, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,348,"[antlr.Tool, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,320,"[antlr.Tool, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,349,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,269,"[antlr.DefaultFileLineFormatter, antlr.FileLineFormatter]",cyclicDep,tiny,305,"[antlr.FileLineFormatter, antlr.DefaultFileLineFormatter]",cyclicDep,tiny,true,1.0
2.7.2,2.7.5,285,"[antlr.Tool, antlr.preprocessor.Tool, antlr.DefaultToolErrorHandler, antlr.LLkAnalyzer, antlr.MakeGrammar, antlr.ANTLRParser]",cyclicDep,star,321,"[antlr.ANTLRParser, antlr.MakeGrammar, antlr.DefaultToolErrorHandler, antlr.Tool, antlr.LLkAnalyzer, antlr.preprocessor.Tool]",cyclicDep,star,true,1.0
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,333,"[antlr.Grammar, antlr.TreeElement, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,334,"[antlr.GrammarAtom, antlr.Grammar, antlr.WildcardElement, antlr.Tool, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,336,"[antlr.Grammar, antlr.WildcardElement, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,337,"[antlr.Grammar, antlr.OneOrMoreBlock, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,338,"[antlr.Grammar, antlr.Tool, antlr.ZeroOrMoreBlock, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,339,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,342,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.TreeWalkerGrammar]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,343,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TreeWalkerGrammar]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,345,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.SynPredBlock]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,346,"[antlr.Grammar, antlr.Tool, antlr.CharLiteralElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,347,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,349,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,350,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.TokenRefElement]",cyclicDep,unknown,false,0.75
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,352,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRefElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,353,"[antlr.Grammar, antlr.Tool, antlr.CharRangeElement, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,304,"[antlr.Tool, antlr.Grammar, antlr.LLkAnalyzer]",cyclicDep,unknown,354,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.TokenRangeElement]",cyclicDep,unknown,false,0.6
2.7.2,2.7.5,321,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,321,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,347,"[antlr.Grammar, antlr.Tool, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,321,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.StringLiteralElement, antlr.LLkAnalyzer]",cyclicDep,unknown,349,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer, antlr.StringLiteralElement]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,364,[antlr],unstableDep,NA,399,[antlr],unstableDep,NA,true,1.0
2.7.2,2.7.5,270,"[antlr.ANTLRHashString, antlr.MismatchedCharException, antlr.CharScanner]",cyclicDep,chain,328,"[antlr.CharScanner, antlr.MismatchedCharException, antlr.ANTLRHashString]",cyclicDep,chain,true,1.0
2.7.2,2.7.5,287,"[antlr.preprocessor.Preprocessor, antlr.preprocessor.Grammar, antlr.preprocessor.Hierarchy, antlr.preprocessor.GrammarFile]",cyclicDep,chain,323,"[antlr.preprocessor.Grammar, antlr.preprocessor.Preprocessor, antlr.preprocessor.Hierarchy, antlr.preprocessor.GrammarFile]",cyclicDep,chain,true,1.0
2.7.2,2.7.5,287,"[antlr.preprocessor.Preprocessor, antlr.preprocessor.Grammar, antlr.preprocessor.Hierarchy, antlr.preprocessor.GrammarFile]",cyclicDep,chain,326,"[antlr.preprocessor.Grammar, antlr.preprocessor.Hierarchy, antlr.preprocessor.GrammarFile]",cyclicDep,clique,false,0.75
2.7.2,2.7.5,306,"[antlr.Tool, antlr.Grammar, antlr.CodeGenerator, antlr.AlternativeBlock, antlr.LLkAnalyzer]",cyclicDep,unknown,341,"[antlr.Grammar, antlr.Tool, antlr.CodeGenerator, antlr.LLkAnalyzer]",cyclicDep,unknown,false,0.8
2.7.2,2.7.5,322,"[antlr.Tool, antlr.Grammar, antlr.MakeGrammar, antlr.DefineGrammarSymbols]",cyclicDep,unknown,355,"[antlr.Grammar, antlr.MakeGrammar, antlr.Tool, antlr.DefineGrammarSymbols]",cyclicDep,unknown,true,1.0
2.7.2,2.7.5,322,"[antlr.Tool, antlr.Grammar, antlr.MakeGrammar, antlr.DefineGrammarSymbols]",cyclicDep,unknown,356,"[antlr.Grammar, antlr.MakeGrammar, antlr.Tool, antlr.CodeGenerator, antlr.DefineGrammarSymbols]",cyclicDep,unknown,false,0.8
